follower,following
201526384,505403313
193503847,40981798
312805417,28465635
263786375,244038729
132688427,67736291
217856118,40981798
46759611,285972593
213777144,433789613
67736291,277142399
220729949,244038729
112939321,34428380
212293329,221829166
168224294,148833990
308844673,22462180
385587514,96446770
201526384,40981798
303456795,230601773
202387543,215785630
283306479,189898898
221829166,357866811
112939321,263838766
267897389,108633391
162592755,27633075
116498875,168224294
196429355,9938852
240982109,21068395
358155683,67736291
166358938,212293329
46209291,40981798
68484068,17269930
80929181,27307810
66215789,18996905
221010883,80929181
248108296,263838766
100318079,70492333
96446770,189875309
82980971,88323281
228837973,189875309
389289282,23748448
240982109,128875517
210072500,43003845
264545327,221010883
59084143,48229530
215785630,312805417
283306479,116498875
224681902,88323281
40840429,40550544
181162395,46759611
220729949,164880154
189875309,46759611
162592755,123715869
96446770,189898898
499035637,262340283
205804719,88323281
223990701,168224294
123715869,285972593
123715869,54723180
223244654,220729949
221829166,176458263
332353057,22462180
266869425,230601773
189898898,223244654
189906914,220729949
229291486,263838766
163238842,176458263
168224294,27307810
401572852,319656835
131537442,40981798
240982109,160053476
235297248,189898898
220729949,221010883
212293329,22462180
277142399,189898898
85901645,40838410
100318079,88323281
225160584,528066013
223990701,88323281
499035637,189875309
205026848,14128609
201526384,435877791
319656835,98928134
267897389,528066013
360245938,40858764
160053476,231921253
85716069,96446770
499035637,27633075
223244654,113058991
66215789,210072500
230601773,143540685
248108296,18996905
276706356,283306479
160053476,223244654
21068395,24989174
221010883,201526384
27633075,8088112
266869425,212293329
220729949,178184972
283306479,238260874
374337374,54723180
205026848,22462180
79297894,40550544
227454804,230601773
349994706,262340283
433789613,8088112
225160584,373060257
317403874,168224294
96446770,66215789
220729949,96446770
215785630,18996905
160053476,43003845
317967511,136428003
228837973,96446770
123715869,307139253
128875517,11590642
184097849,181299506
40550544,21295636
340545830,276706356
18156837,59084143
361625234,143540685
213777144,231921253
205804719,349994706
189906914,34428380
215785630,189875309
113058991,98928134
266869425,263838766
160053476,178184972
349994706,189875309
189875309,196429355
189906914,238260874
136428003,34428380
357866811,43003845
184097849,189898898
403776751,357866811
361901302,168224294
360245938,43003845
113058991,18996905
189898898,8088112
221010883,66215789
285972593,134301914
162592755,181162395
283306479,40981798
108633391,21068395
285972593,401572852
221010883,123715869
129571186,22462180
189898898,312805417
228837973,22462180
240982109,223244654
213777144,373060257
499035637,108633391
82980971,116498875
41110545,40550544
220729949,228837973
312805417,225160584
35347747,123715869
215785630,191924526
240982109,28465635
307139253,129571186
230601773,46209291
17662117,20823773
276706356,100318079
108633391,240905997
220729949,196429355
360245938,85716069
277142399,22462180
164880154,123715869
189898898,46209291
143540685,27711339
227454804,217856118
123715869,210072500
85716069,181242673
196429355,28465635
283306479,134301914
215785630,27633075
276706356,215785630
210072500,332353057
499035637,307139253
528066013,317967511
131537442,85716069
210072500,136428003
312805417,40981798
285972593,128875517
108633391,238260874
223990701,164880154
166358938,40981798
198224160,21111883
267897389,227650565
189898898,263838766
189875309,117674417
433789613,435877791
433789613,49315012
221010883,27633075
143540685,435877791
217856118,131537442
358155683,21111883
28465635,34428380
160053476,116498875
196429355,112939321
263786375,225160584
198224160,238260874
168220987,217856118
198224160,193503847
188775184,117674417
240982109,133055665
213777144,178184972
66215789,44201632
195475105,250388198
221829166,283306479
433789613,181162395
248108296,40981798
251261925,433789613
131537442,189875309
317967511,82980971
168852078,374337374
201526384,143540685
189875309,227454804
162592755,43003845
223244654,240905997
181162395,22462180
189898898,285972593
401572852,228837973
228837973,191924526
178184972,181162395
134301914,70492333
212293329,27633075
262340283,189875309
148833990,9938852
360245938,189875309
223702895,228837973
223702895,40981798
303456795,234047967
96446770,349994706
220729949,231921253
229291486,21068395
357866811,505403313
317403874,263838766
347067898,117674417
248108296,41110545
202387543,22462180
127016368,188775184
131537442,221010883
202387543,277142399
319319045,28465635
263786375,221010883
227650565,34428380
168852078,21068395
355537912,174857888
79297894,88323281
202387543,184097849
39875898,23748448
357866811,361901302
79297894,66215789
202387543,181369136
230601773,217856118
248108296,174859002
221829166,212293329
212293329,127016368
528066013,277142399
189875309,250388198
248108296,24989174
205026848,125885487
181162395,184097849
223244654,195475105
224681902,215785630
357866811,181162395
361625234,168224294
283306479,250388198
164880154,189875309
34574063,18156837
361901302,217856118
88323281,40981798
223244654,227454804
221829166,70492333
213777144,184097849
279777349,312805417
168224294,215785630
361901302,238260874
131537442,225160584
433789613,95765264
46209291,28465635
361625234,181162395
181369136,221010883
401572852,123715869
220729949,189906914
178184972,433789613
202387543,116498875
401572852,181162395
361625234,228837973
181162395,223244654
21295636,43003845
223702895,264545327
134301914,223244654
227650565,193503847
505403313,528066013
340545830,262340283
66215789,201526384
221010883,112939321
228837973,349994706
189875309,43003845
196429355,117674417
123715869,24341373
79297894,40981798
66215789,21295636
181162395,116498875
240982109,14128609
221010883,43003845
227454804,401572852
361901302,250388198
120001994,43003845
168224294,528066013
401572852,262340283
28465635,40981798
88323281,168220987
112939321,96446770
139095342,184097849
195475105,283306479
189875309,217856118
312805417,215785630
357866811,123715869
123715869,263786375
188775184,193503847
215785630,168220987
433789613,225160584
319656835,49315012
435877791,193503847
150052645,21111883
196429355,191924526
143540685,27633075
221829166,361625234
181162395,403776751
319656835,403776751
266869425,221010883
360245938,317967511
115222629,24989174
267897389,133055665
319656835,238260874
168224294,201526384
191924526,250388198
262340283,283306479
312805417,189898898
131537442,202387543
231444167,123715869
228837973,117674417
189898898,24341373
224681902,168224294
82980971,312805417
181299506,166358938
79297894,8088112
223990701,46209291
433789613,374337374
189906914,210072500
303456795,133055665
213777144,240982109
235297248,70492333
217856118,160053476
168852078,317403874
262340283,8088112
27633075,40981798
433789613,312805417
213777144,100318079
498135942,263786375
303456795,27307810
303456795,193503847
168224294,181162395
189898898,117674417
196429355,18996905
196429355,27711339
160053476,164880154
23748448,174859002
34574063,19696683
39875898,40858764
181299506,223702895
223990701,184097849
231444167,220729949
181369136,212293329
221829166,116498875
248108296,168220987
307139253,263838766
184097849,117674417
160053476,317967511
267897389,319656835
174857888,40838410
224681902,213777144
221010883,225160584
349994706,35347747
528066013,143540685
276706356,22462180
127016368,112939321
224681902,163238842
164880154,46209291
262340283,213777144
85901645,433789613
198224160,133055665
349994706,401572852
46209291,17662117
433789613,27633075
49315012,54723180
373060257,382828273
46209291,189906914
317967511,240905997
229291486,228837973
188775184,134301914
100318079,117674417
433789613,43003845
228837973,18996905
181299506,112939321
143540685,361901302
248108296,238260874
168224294,358155683
223702895,361901302
181162395,283306479
433789613,20823773
18996905,40981798
201526384,357866811
108633391,8088112
433789613,85716069
225160584,70492333
221829166,40981798
46209291,100318079
168224294,189875309
361625234,195475105
312805417,227454804
317967511,21068395
160053476,129571186
262340283,46209291
82980971,238260874
41110545,133055665
85716069,127016368
139095342,21111883
100318079,28465635
46209291,43003845
251261925,189898898
189906914,215785630
96446770,54723180
282679998,358155683
166358938,283306479
221829166,267897389
132688427,95765264
131537442,189906914
308844673,238260874
201526384,40838410
220729949,189898898
332353057,435877791
198224160,196309171
24989174,49315012
224681902,227454804
361625234,117674417
358155683,282679998
168220987,18996905
40858764,68484068
189906914,262340283
307139253,181162395
223244654,223702895
164880154,220729949
85716069,196429355
228837973,34428380
193503847,22462180
223990701,223702895
231444167,433789613
181299506,134301914
39875898,174857888
178184972,160053476
40550544,39875898
317403874,40981798
227454804,212293329
212293329,133055665
230601773,189898898
34428380,40981798
221829166,317967511
276706356,184097849
244038729,230601773
189898898,184097849
191924526,230601773
184097849,176458263
113058991,100318079
143540685,215785630
205804719,70492333
435877791,196429355
360245938,234047967
181369136,240905997
189875309,27633075
162592755,108633391
168224294,22462180
132688427,210072500
248108296,40550544
143540685,317967511
46759611,44201632
96446770,499035637
358155683,221010883
88323281,195475105
312805417,34428380
347067898,220729949
223702895,227650565
262340283,123715869
160053476,196309171
279777349,231444167
230601773,528066013
163238842,134301914
230601773,244038729
231444167,9938852
319656835,220557335
85716069,360245938
382828273,44201632
221829166,262340283
189875309,88323281
112939321,189898898
100318079,27633075
267897389,230601773
223244654,100318079
189898898,116498875
283306479,88323281
163238842,202387543
231444167,136428003
21295636,41110545
262340283,499035637
263786375,22462180
317967511,143540685
201526384,40550544
358155683,221829166
225160584,217856118
166358938,184097849
202387543,221010883
221010883,374337374
66215789,196429355
143540685,191924526
472199002,21068395
221829166,113058991
403776751,189875309
131537442,238260874
231444167,263838766
166358938,85716069
168852078,263786375
221829166,85716069
212293329,160053476
181299506,168224294
181162395,221010883
231444167,250388198
108633391,263838766
276706356,40981798
202387543,164880154
240982109,210072500
374337374,46759611
100318079,22462180
79297894,21111883
40981798,195475105
230601773,66215789
39875898,40838410
283306479,213777144
250388198,215785630
168852078,43003845
499035637,308844673
27633075,18996905
223702895,164880154
131537442,196429355
499035637,82980971
285972593,88323281
79297894,117674417
307139253,312805417
435877791,46759611
181299506,163238842
123715869,277142399
132688427,160053476
221829166,18996905
251261925,132688427
168224294,35347747
143540685,123715869
230601773,193503847
139095342,24341373
48229530,23748448
433789613,238260874
66215789,96446770
210072500,228837973
191924526,40981798
385587514,220729949
248108296,20823773
403776751,250388198
279777349,196429355
164880154,215785630
283306479,349994706
201526384,8088112
215785630,116498875
46759611,230601773
332353057,349994706
160053476,217856118
136428003,231444167
131537442,189898898
202387543,191924526
319656835,263838766
373060257,43003845
349994706,283306479
349994706,133055665
235297248,136428003
332353057,40981798
79297894,358155683
223990701,181369136
360245938,40981798
285972593,168224294
40981798,133055665
189898898,123715869
250388198,382828273
360245938,217856118
229291486,88323281
132688427,117674417
303456795,189875309
174857888,391542459
139095342,117674417
198224160,332353057
96446770,191924526
215785630,184097849
347067898,181162395
85716069,22462180
340545830,40981798
227650565,238260874
221010883,228837973
160053476,263838766
285972593,28465635
340545830,134301914
189906914,46209291
127016368,163238842
189875309,285972593
223990701,227650565
358155683,120001994
312805417,100318079
283306479,195475105
282679998,41110545
220729949,240905997
433179952,59084143
230601773,262340283
277142399,374337374
230601773,178184972
189898898,127016368
68484068,48229530
168224294,312805417
528066013,40981798
202387543,195475105
96446770,117674417
227454804,131537442
319319045,117674417
98928134,11590642
263786375,189898898
196429355,96446770
435877791,191924526
191924526,283711673
181299506,115222629
220729949,215785630
168224294,160053476
349994706,213777144
361901302,66215789
499035637,22462180
228837973,361625234
238260874,240905997
248108296,21295636
251261925,21068395
189898898,223990701
34574063,59084143
166358938,28465635
160053476,132688427
357866811,307139253
262340283,435877791
267897389,201526384
123715869,267897389
17662117,27711339
360245938,66215789
189898898,112939321
303456795,223702895
277142399,221010883
251261925,263838766
229291486,43003845
223702895,191924526
250388198,168224294
308844673,251261925
319656835,66215789
360245938,220729949
168224294,123715869
191924526,34428380
195475105,116498875
240982109,223990701
317403874,403776751
88323281,113058991
181162395,133055665
27633075,34428380
85901645,43003845
168224294,116498875
108633391,11590642
264545327,117674417
358155683,244038729
220729949,9938852
319319045,43003845
39875898,174540176
160053476,134301914
21295636,40858764
131537442,22462180
358155683,41110545
217856118,164880154
88323281,22462180
189906914,371924684
188775184,168220987
88323281,134301914
319656835,54723180
116498875,34428380
66215789,276706356
66215789,230601773
283306479,198224160
401572852,231444167
198224160,79297894
44201632,382828273
227454804,223990701
244038729,82980971
360245938,34428380
223990701,224681902
319656835,40981798
223990701,217856118
139095342,166358938
308844673,221010883
213777144,40981798
112939321,227650565
193503847,189875309
195475105,8088112
223990701,166358938
224681902,195475105
361901302,223990701
96446770,27633075
35347747,250388198
46209291,262340283
358155683,230601773
248108296,133055665
360245938,193503847
164880154,250388198
433789613,168852078
189875309,240905997
263786375,43003845
181299506,22462180
181369136,28465635
70492333,238260874
250388198,22462180
225160584,276706356
240982109,163238842
358155683,66215789
113058991,14128609
264545327,191924526
263786375,40981798
319656835,96446770
224681902,217856118
283306479,276706356
160053476,108633391
195475105,28465635
319656835,349994706
217856118,308844673
221010883,143540685
223702895,227454804
41110545,23748448
355537912,174540176
285972593,262340283
150052645,128875517
257235448,174540176
131537442,176458263
347067898,88323281
164880154,184097849
210072500,34428380
231444167,143540685
116498875,276706356
230601773,189875309
66215789,263838766
403776751,143540685
181369136,117674417
215785630,96446770
181369136,202387543
215785630,117674417
164880154,195475105
162592755,40981798
127016368,212293329
499035637,386177640
184097849,213777144
168224294,225160584
150052645,220557335
229291486,181162395
228837973,499035637
347067898,43003845
160053476,498135942
312805417,234047967
312805417,263838766
319319045,317967511
308844673,191924526
267897389,34428380
358155683,361625234
358155683,357866811
285972593,435877791
391542459,174857888
317967511,263838766
215785630,195475105
115222629,40981798
223702895,116498875
189906914,240905997
66215789,27633075
227454804,189875309
150052645,9938852
40550544,41110545
181162395,43003845
308844673,283306479
21295636,23748448
361901302,34428380
221829166,403776751
212293329,168220987
279777349,228837973
228837973,358155683
215785630,34428380
54723180,27307810
160053476,189875309
213777144,127016368
202387543,43003845
168224294,191924526
181299506,189898898
251261925,360245938
184097849,189875309
283306479,385587514
317967511,238260874
223702895,43003845
266869425,223990701
433789613,361901302
188775184,85716069
401572852,205804719
68484068,23748448
217856118,361901302
189898898,66215789
220729949,22462180
223244654,168220987
191924526,120001994
189898898,40981798
28465635,117674417
283306479,221010883
196429355,131537442
373060257,221010883
358155683,174540176
276706356,223702895
231444167,98928134
282679998,332353057
46209291,231444167
279777349,43003845
131537442,230601773
358155683,250388198
21295636,39875898
361901302,189875309
361901302,357866811
40550544,34428380
66215789,386177640
184097849,131537442
164880154,230601773
112939321,221829166
391542459,40858764
435877791,168224294
8088112,22462180
282679998,220557335
166358938,18996905
85901645,40858764
266869425,43003845
229291486,215785630
181369136,14128609
139095342,18996905
163238842,276706356
361901302,276706356
131537442,127016368
18156837,48229530
100318079,116498875
228837973,263838766
319319045,18996905
131537442,113058991
96446770,163238842
168852078,283306479
79297894,228837973
198224160,349994706
433789613,230601773
308844673,46209291
112939321,27633075
433789613,282679998
307139253,238260874
220729949,43003845
184097849,263838766
134301914,221829166
215785630,82980971
244038729,220729949
85901645,79297894
189898898,317967511
227454804,215785630
358155683,435877791
283306479,181299506
248108296,189898898
276706356,357866811
117674417,133055665
360245938,228837973
385587514,285972593
224681902,21068395
266869425,34428380
96446770,116498875
230601773,68484068
132688427,98928134
282679998,21068395
266869425,49315012
221010883,303456795
277142399,213777144
220729949,85716069
308844673,262340283
228837973,238260874
123715869,18996905
139095342,221829166
168224294,88323281
201526384,385587514
283306479,82980971
176458263,34428380
178184972,528066013
235297248,116498875
189875309,191924526
235297248,223244654
266869425,231444167
41110545,68484068
66215789,100318079
498135942,374337374
267897389,215785630
262340283,403776751
319656835,250388198
82980971,191924526
360245938,168224294
244038729,227454804
85901645,9938852
433789613,189898898
220729949,198224160
277142399,46209291
332353057,189898898
46759611,374337374
225160584,189898898
528066013,22462180
201526384,240905997
319319045,240905997
181162395,168220987
282679998,230601773
116498875,163238842
244038729,40981798
248108296,24341373
132688427,277142399
385587514,319656835
276706356,27633075
184097849,221010883
70492333,18996905
139095342,34428380
85716069,21068395
361625234,201526384
68484068,39875898
131537442,213777144
221010883,358155683
499035637,317967511
168224294,40981798
227454804,160053476
303456795,35347747
198224160,217856118
117674417,40981798
143540685,319656835
267897389,88323281
215785630,227454804
123715869,168224294
40858764,174857888
22462180,40981798
250388198,34428380
360245938,100318079
433789613,285972593
221010883,435877791
221829166,88323281
198224160,210072500
196429355,88323281
385587514,317403874
221010883,317967511
85716069,166358938
123715869,35347747
108633391,128875517
198224160,189898898
40840429,40838410
116498875,100318079
116498875,82980971
223244654,117674417
403776751,317403874
433789613,46759611
358155683,189906914
202387543,317967511
223990701,264545327
263786375,49315012
223702895,223990701
123715869,263838766
262340283,191924526
28465635,46209291
262340283,221829166
168220987,70492333
221829166,27633075
385587514,168224294
123715869,238260874
374337374,49315012
67736291,34428380
17269930,40858764
181369136,238260874
224681902,43003845
228837973,230601773
215785630,250388198
210072500,191924526
223244654,21111883
248108296,39875898
223244654,215785630
225160584,100318079
227650565,112939321
357866811,168224294
307139253,40981798
229291486,349994706
196309171,88323281
251261925,22462180
202387543,113058991
115222629,223702895
361625234,27633075
112939321,221010883
134301914,181299506
217856118,220729949
403776751,401572852
317403874,221829166
264545327,238260874
217856118,212293329
139095342,96446770
132688427,251261925
229291486,40981798
43003845,22462180
184097849,189906914
283306479,264545327
136428003,123715869
223990701,181162395
360245938,215785630
112939321,217856118
317403874,34428380
129571186,40981798
127016368,46209291
308844673,195475105
70492333,34428380
133055665,40981798
139095342,28465635
160053476,85716069
189875309,96446770
181299506,34428380
108633391,44201632
312805417,210072500
223990701,225160584
189906914,27633075
191924526,435877791
112939321,43003845
228837973,285972593
262340283,349994706
43003845,195475105
113058991,21068395
357866811,46759611
189875309,40981798
168852078,34428380
184097849,46209291
332353057,220729949
46759611,181162395
113058991,108633391
403776751,221829166
231444167,238260874
79297894,189875309
223990701,221829166
228837973,505403313
131537442,317967511
67736291,221010883
131537442,27633075
244038729,277142399
127016368,215785630
136428003,40981798
27711339,20823773
201526384,24989174
160053476,123715869
160053476,384996968
28465635,22462180
189898898,85716069
189875309,181162395
317403874,96446770
178184972,308844673
196309171,43003845
27307810,21068395
212293329,266869425
277142399,21068395
267897389,40981798
176458263,131537442
168852078,220729949
35347747,385587514
67736291,17662117
250388198,228837973
46759611,433789613
168220987,195475105
160053476,98928134
221829166,195475105
131537442,88323281
303456795,357866811
127016368,195475105
196429355,34428380
227650565,133055665
39875898,34574063
184097849,24989174
189875309,66215789
46209291,22462180
332353057,21111883
312805417,189875309
67736291,312805417
129571186,307139253
96446770,85716069
88323281,178184972
196429355,263838766
221829166,191924526
282679998,54723180
68484068,40858764
160053476,35347747
332353057,143540685
262340283,27633075
221829166,213777144
168220987,34428380
213777144,195475105
160053476,238260874
505403313,357866811
131537442,277142399
217856118,34428380
250388198,195475105
181299506,267897389
223990701,131537442
40981798,100318079
213777144,27633075
528066013,123715869
131537442,14128609
230601773,238260874
283306479,191924526
202387543,168220987
88323281,231921253
34428380,117674417
361901302,43003845
88323281,196429355
262340283,40981798
88323281,133055665
79297894,225160584
262340283,100318079
184097849,21068395
340545830,43003845
131537442,181162395
361901302,223702895
230601773,312805417
43003845,18996905
108633391,283306479
361901302,123715869
276706356,163238842
188775184,163238842
113058991,163238842
499035637,85716069
220729949,213777144
39875898,41110545
181162395,131537442
360245938,189898898
223244654,163238842
528066013,228837973
401572852,43003845
136428003,21068395
340545830,184097849
401572852,40981798
196429355,20823773
312805417,347067898
181162395,401572852
108633391,120001994
181369136,43003845
505403313,221010883
221829166,189906914
168220987,139095342
198224160,34428380
189898898,196429355
235297248,28465635
31137807,26298888
31137807,131926467
39680464,191467300
40813518,14589257
48485771,39680464
26298888,25609804
37906797,14619878
32381348,38652222
261110090,48485771
191467300,38652222
262865290,7565302
20698268,15480438
14619878,31137807
20698268,36951467
15480438,94130182
26298888,31137807
20063830,31137807
94130182,191467300
20698268,25609804
7565302,15913
16736535,7565302
55251945,15480438
14619878,15480438
262865290,40813518
16736535,48485771
191467300,112557588
31137807,37906797
20698268,262865290
25609804,112557588
20274104,117652722
20698268,261110090
191467300,36951467
19353331,191467300
40813518,14619878
32381348,39680464
31137807,191467300
191467300,39680464
262865290,36951467
19353331,7565302
31137807,36951467
94130182,31137807
94130182,37906797
55251945,40813518
26298888,18927441
55251945,36951467
94130182,20063830
36951467,39680464
20274104,15913
152036250,31137807
94130182,18927441
20063830,7565302
38652222,20274104
15480438,261110090
37906797,31137807
262865290,55251945
38652222,32381348
19353331,36951467
20063830,117652722
19353331,31137807
40813518,266941320
262865290,31137807
19353331,14589257
262865290,15480438
26298888,40813518
25609804,14619878
262865290,18927441
39680464,48485771
25609804,94130182
20698268,7565302
15480438,262865290
7565302,48485771
26298888,14619878
191467300,26298888
36951467,25609804
20698268,131926467
203261300,18927441
26298888,15480438
16736535,191467300
94130182,26298888
14619878,94130182
175401913,31137807
152036250,191467300
48485771,15913
15480438,26298888
262865290,94130182
20063830,15913
261110090,94130182
20274104,18927441
20063830,48485771
36951467,19353331
94130182,16736535
19353331,117652722
14619878,25609804
191467300,175401913
20698268,14589257
26298888,20274104
20063830,14589257
26298888,117652722
38652222,39680464
20698268,31137807
16736535,31137807
14619878,131926467
94130182,20698268
20063830,37906797
36951467,7565302
7565302,18927441
14619878,40813518
26298888,7565302
31137807,14619878
40813518,19353331
25609804,20698268
25609804,36951467
19353331,131926467
14589257,15913
191467300,40813518
55251945,262865290
20698268,16736535
152036250,36951467
262865290,20698268
19353331,20063830
36951467,94130182
262865290,261110090
94130182,25609804
152036250,94130182
48485771,203261300
20698268,191467300
14619878,39680464
18927441,48485771
39680464,16736535
14589257,40813518
112557588,117652722
55251945,14619878
112557588,25609804
191467300,31137807
38652222,36951467
94130182,40813518
262865290,14619878
94130182,261110090
37906797,19353331
21720472,39680464
191467300,94130182
48485771,18927441
112557588,14619878
36951467,20698268
14589257,48485771
48485771,14589257
39680464,131926467
112557588,20274104
191467300,55251945
37906797,40813518
18927441,14619878
20698268,14619878
94130182,19353331
39680464,38652222
94130182,7565302
20063830,16736535
14619878,36951467
55251945,191467300
18927441,19353331
39680464,36951467
175401913,30044160
20698268,18927441
15480438,20698268
31137807,15480438
191467300,16736535
262865290,191467300
20698268,117652722
19353331,37906797
18927441,14589257
112557588,48485771
20698268,37906797
25609804,26298888
112557588,266941320
38652222,15913
48485771,131926467
203261300,48485771
20698268,20274104
20063830,131926467
20063830,39383128
32381348,31137807
14589257,191467300
36951467,14619878
152036250,19353331
191467300,15480438
26298888,20698268
48485771,117652722
55251945,31137807
203261300,14589257
20698268,48485771
191467300,14619878
20698268,15913
14619878,48485771
14589257,117652722
175401913,19353331
31137807,18927441
37906797,94130182
191467300,19353331
32381348,94130182
26298888,15913
36951467,26298888
55251945,261110090
36951467,20063830
19353331,18927441
191467300,14589257
20698268,112557588
152036250,40813518
16736535,39680464
14619878,55251945
131926467,48485771
20698268,20063830
16736535,20063830
20698268,40813518
20698268,94130182
14619878,16736535
39680464,20274104
31137807,40813518
14589257,18927441
36951467,31137807
30044160,175401913
15480438,14619878
175401913,191467300
15480438,40813518
14619878,117652722
20698268,38652222
191467300,32381348
191467300,25609804
7565302,37906797
191467300,117652722
19353331,94130182
203261300,15913
26298888,94130182
112557588,191467300
36951467,191467300
38652222,191467300
26298888,37906797
15480438,36951467
38652222,48485771
15480438,191467300
20698268,55251945
19353331,15913
36951467,262865290
16736535,94130182
26298888,191467300
94130182,117652722
20698268,39680464
15480438,55251945
26298888,48485771
36951467,16736535
32381348,36951467
112557588,39680464
25609804,191467300
19353331,40813518
20698268,19353331
38652222,31137807
36951467,37906797
94130182,14619878
19353331,48485771
191467300,20698268
37906797,20063830
26298888,36951467
15480438,31137807
36951467,40813518
36951467,18927441
20698268,26298888
91409081,24992454
119897041,65707359
11348282,52768208
334735103,16009851
41121600,11348282
183672041,180419242
207878118,11348282
52768208,207878118
22845770,21436960
19653925,310804819
16689224,84717566
16009851,35825428
334735103,41121600
16009851,41441873
143734649,17781165
16009851,28123862
11211372,219069031
274151347,28123862
21436960,23225996
173116059,21436960
6456482,84716479
11348282,85891683
82453323,52768208
266464616,16619832
306128912,11211372
16689224,35825428
86336234,41441873
275710913,11348282
137471526,82453323
16009851,19653925
137471526,275710913
42848976,13004572
6456482,12925072
16009851,85891683
6456482,65647594
183672041,65707359
52768208,84716479
266464616,306128912
19653925,53175445
16689224,17781165
10712072,41441873
16689224,17431236
16689224,275710913
65707359,46220856
274151347,53175445
52768208,274151347
266464616,207878118
19653925,143734649
42848976,52066462
105263800,310804819
10712072,65647594
65647594,119897041
16009851,65647594
23225996,52768208
22845770,17217640
13004572,143734649
137471526,46220856
21436960,10712072
16689224,10712072
19653925,52066462
42848976,19653925
237802711,11348282
16009851,62829259
310804819,266464616
42848976,297985585
42848976,65647594
306128912,334735103
105263800,82453323
82453323,65647594
42848976,17431236
16009851,119897041
16009851,52066462
62584402,21436960
10712072,62829259
19653925,17217640
82453323,28123862
42848976,18766265
21436960,82453323
11348282,105263800
41441873,11348282
52768208,91409081
11348282,65647594
11348282,297985585
36059467,310804819
306128912,16009851
6456482,16689224
41121600,82453323
179644633,11348282
266464616,82453323
179644633,52768208
119897041,53175445
274151347,52066462
290876018,82453323
21436960,91409081
16689224,62584402
143734649,21436960
119897041,11211372
6456482,41441873
16689224,16619832
82453323,65707359
22845770,17781165
6456482,52768208
52768208,85891683
266464616,85891683
84717566,84716479
17431236,334735103
334735103,16689224
19653925,276912001
28123862,12925072
16009851,16619832
42848976,65707359
21436960,297985585
42848976,207878118
13004572,23087952
42848976,35825428
11211372,65707359
13004572,297985585
16009851,23225996
21436960,183672041
